text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
"30주만 매도해서 순환매 하려고 했더니 60주나 매도해버려서 짤짤이만 먹고있네요 ㅋㅋ;

다들 수익보셔서 축하드리고 성투하세요~ 6만까지 보고있기 때문에 평단손해 조금 보더라도 진입 해두겠습니다 ^^",30주만 매도해서 순환매 하려고 했더니 60주나 매도해버려서 짤짤이만 먹고있네요 다들 수익보셔서 축하드리고 성투하세요 6만까지 보고있기 때문에 평단손해 조금 보더라도 진입 해두겠습니다,30주만 매도해서 순환매 하려고 했더니 60주나 매도해버려서 짤짤이만 먹고있네요 ㅋㅋ 다들 수익보셔서 축하드리고 성투하세요 6만까지 보고있기 때문에 평단손해 조금 보더라도 진입 해두겠습니다,2025-03-18T09:06:34+09:00,0.2982,0.129,0.5727,2
도람푸 내달 대중 관세 10%에 금리도 10% 간다는데 한국은,도람푸 내달 대중 관세 10에 금리도 10 간다는데 한국은,도람푸 내달 대중 관세 10에 금리도 10 간다는데 한국은,2025-01-24T08:29:03+09:00,0.2226,0.6253,0.1521,1
욕이80%  이상이면 매수 타이밍ㅋ 적립식 매수는 필승,욕이80 이상이면 매수 타이밍 적립식 매수는 필승,욕이80 이상이면 매수 타이밍ㅋ 적립식 매수는 필승,2024-11-11T13:35:46+09:00,0.1375,0.0965,0.766,2
바느질 장인 ㅎㅎ,바느질 장인,바느질 장인 ㅎㅎ,2024-09-23T12:11:52+09:00,0.0522,0.9254,0.0224,1
또 물타서 55000에서 버틸려고 했는데.. 여기서 3000원을 더 뺄줄이야…아..아??,또 물타서 55000에서 버틸려고 했는데 여기서 3000원을 더 뺄줄이야아아,또 물타서 55000에서 버틸려고 했는데.. 여기서 3000원을 더 뺄줄이야아..아??,2024-11-13T11:42:44+09:00,0.1463,0.7252,0.1285,1
이정도에 쫄아서 런하면 주식하면 안댐,이정도에 쫄아서 런하면 주식하면 안댐,이정도에 쫄아서 런하면 주식하면 안댐,2023-10-04T09:36:54+09:00,0.2128,0.6868,0.1004,1
구매 성공 가능성,구매 성공 가능성,구매 성공 가능성,2024-01-10T17:40:36+09:00,0.0913,0.7468,0.1619,1
외큑인들 다뻬고 어데로가는거냥 도대체ㅜㅜㅠㅠㅠㅠㅠㅠ,외큑인들 다뻬고 어데로가는거냥 도대체,외큑인들 다뻬고 어데로가는거냥 도대체ㅜㅜㅠㅠㅠㅠㅠㅠ,2024-10-11T11:52:46+09:00,0.102,0.8703,0.0277,1
올라탔다 ㅎ,올라탔다,올라탔다 ㅎ,2024-04-02T12:24:47+09:00,0.0983,0.1871,0.7146,2
"외인,개관들 오늘도 매도가 많은데 개미가 받아주니 맘놓고 떠안기는데,,,,차후 개미만 손실이죠,,,우리도 미장가서 달러 벌자구요,,
암튼 성투들 하세요",외인개관들 오늘도 매도가 많은데 개미가 받아주니 맘놓고 떠안기는데차후 개미만 손실이죠우리도 미장가서 달러 벌자구요 암튼 성투들 하세요,"외인,개관들 오늘도 매도가 많은데 개미가 받아주니 맘놓고 떠안기는데,,,,차후 개미만 손실이죠,,,우리도 미장가서 달러 벌자구요,, 암튼 성투들 하세요",2024-08-09T13:55:55+09:00,0.3507,0.2244,0.4249,2
진짜 8만전자...오긴하는거냐..,진짜 8만전자오긴하는거냐,진짜 8만전자...오긴하는거냐..,2024-03-04T13:12:29+09:00,0.0539,0.8862,0.06,1
나이제너 못믿겠어.. 그만물탈게,나이제너 못믿겠어 그만물탈게,나이제너 못믿겠어.. 그만물탈게,2025-01-22T09:08:00+09:00,0.0701,0.9,0.0299,1
4만주면 얼마여 ㄷㄷ,4만주면 얼마여,4만주면 얼마여 ㄷㄷ,2024-11-18T15:22:59+09:00,0.0468,0.9331,0.0201,1
개미들이판다. 이제올라보자,개미들이판다 이제올라보자,개미들이판다. 이제올라보자,2024-11-25T17:23:29+09:00,0.1384,0.1307,0.7309,2
아니겠지?,아니겠지,아니겠지?,2024-12-12T14:22:52+09:00,0.0274,0.9555,0.017,1
"기관이 더 안떨어지게 본격적으로
매수를 하고있다고 보는데 
어떻게 생각하심?",기관이 더 안떨어지게 본격적으로 매수를 하고있다고 보는데 어떻게 생각하심,기관이 더 안떨어지게 본격적으로 매수를 하고있다고 보는데 어떻게 생각하심?,2024-09-23T17:08:54+09:00,0.4362,0.2684,0.2954,0
감사,감사,감사,2025-01-22T13:53:17+09:00,0.0304,0.9532,0.0164,1
깨놓고말해서 마이올랐는데 징징대는사람투성이네 ㅋㅋㅋ 급등주도 아닌데~~~!,깨놓고말해서 마이올랐는데 징징대는사람투성이네 급등주도 아닌데,깨놓고말해서 마이올랐는데 징징대는사람투성이네 ㅋㅋㅋ 급등주도 아닌데!,2025-02-17T15:27:44+09:00,0.3459,0.2705,0.3835,2
올라가자~좀,올라가자좀,올라가자좀,2023-07-10T14:15:28+09:00,0.05,0.1652,0.7848,2
기관이 얼마나 받아줄라나 오늘도,기관이 얼마나 받아줄라나 오늘도,기관이 얼마나 받아줄라나 오늘도,2024-12-17T09:26:36+09:00,0.1208,0.847,0.0322,1
회사 망했나요?,회사 망했나요,회사 망했나요?,2024-10-24T13:48:15+09:00,0.2524,0.6888,0.0589,1
에구구구구 와리가리,에구구구구 와리가리,에구구구구 와리가리,2025-01-08T13:26:46+09:00,0.0485,0.9201,0.0313,1
야호 평단 또왔다. 또 안판다 ㅋ,야호 평단 또왔다 또 안판다,야호 평단 또왔다. 또 안판다 ㅋ,2025-03-18T09:12:43+09:00,0.2289,0.6084,0.1627,1
미주 하고있지만 삼전은 응원하고싶네요..,미주 하고있지만 삼전은 응원하고싶네요,미주 하고있지만 삼전은 응원하고싶네요..,2024-11-22T10:27:10+09:00,0.1481,0.5508,0.3011,1
이거 4848해야되?ㅎ,이거 4848해야되,이거 4848해야되?ㅎ,2024-11-18T13:47:21+09:00,0.0306,0.9511,0.0183,1
8만 올줄알았는데 🥲,8만 올줄알았는데,8만 올줄알았는데,2024-01-03T18:52:49+09:00,0.0748,0.811,0.1142,1
"외국인들 혹시나 했는데.
역시네요",외국인들 혹시나 했는데 역시네요,외국인들 혹시나 했는데. 역시네요,2024-11-07T16:59:42+09:00,0.0742,0.8814,0.0444,1
ㅋㅋㅋㅋㅋ,,ㅋㅋㅋㅋㅋ,2024-09-20T15:33:22+09:00,0.0252,0.9622,0.0127,1
"정현호 유임인데
아직도 안털고 나가신분들",정현호 유임인데 아직도 안털고 나가신분들,정현호 유임인데 아직도 안털고 나가신분들,2024-11-27T12:59:31+09:00,0.192,0.7038,0.1042,1
엥,엥,엥,2025-01-08T10:39:07+09:00,0.0329,0.9525,0.0146,1
걍 정치 무관하게 무능한거,걍 정치 무관하게 무능한거,걍 정치 무관하게 무능한거,2024-12-16T14:06:12+09:00,0.07,0.9052,0.0248,1
"주식은   신도  모른다   애널들이  이야기  나오면 하락   내가 이야기하마  스톡캐스틱
지표  바닥 찍을때  매수하면  라면  박스 값은  벌수 있다",주식은 신도 모른다 애널들이 이야기 나오면 하락 내가 이야기하마 스톡캐스틱 지표 바닥 찍을때 매수하면 라면 박스 값은 벌수 있다,주식은 신도 모른다 애널들이 이야기 나오면 하락 내가 이야기하마 스톡캐스틱 지표 바닥 찍을때 매수하면 라면 박스 값은 벌수 있다,2025-02-24T16:51:34+09:00,0.3133,0.2014,0.4853,2
"개미들 미쳤네 그야말로 ㄷㄷㄷㄷ

코리안개미 외궈 숏을 물리치다",개미들 미쳤네 그야말로 코리안개미 외궈 숏을 물리치다,개미들 미쳤네 그야말로 ㄷㄷㄷㄷ 코리안개미 외궈 숏을 물리치다,2024-11-05T13:25:20+09:00,0.2839,0.5321,0.184,1
"삼천전자 탈출은 지능순
ㅋㅋ",삼천전자 탈출은 지능순,삼천전자 탈출은 지능순 ㅋㅋ,2024-11-14T11:27:06+09:00,0.0897,0.8295,0.0808,1
이렇게 떨어질줄은....,이렇게 떨어질줄은,이렇게 떨어질줄은....,2024-09-10T10:12:49+09:00,0.2409,0.592,0.1672,1
개미들이 기관 외국인 다 때려잡는날,개미들이 기관 외국인 다 때려잡는날,개미들이 기관 외국인 다 때려잡는날,2024-08-07T13:27:37+09:00,0.2553,0.6315,0.1132,1
그냥 이대로 개미들 발목 3~4년잡고 있을레,그냥 이대로 개미들 발목 34년잡고 있을레,그냥 이대로 개미들 발목 34년잡고 있을레,2025-01-20T10:14:28+09:00,0.2149,0.7242,0.0609,1
10만전자 가즈아아,10만전자 가즈아아,10만전자 가즈아아,2023-05-31T11:15:52+09:00,0.0289,0.119,0.8521,2
캬~,캬,캬,2024-11-14T15:56:21+09:00,0.0242,0.9566,0.0192,1
"2022년 2600깨졌을때 재난방송
역사는 반복되는중",2022년 2600깨졌을때 재난방송 역사는 반복되는중,2022년 2600깨졌을때 재난방송 역사는 반복되는중,2023-08-17T14:52:15+09:00,0.2254,0.5949,0.1797,1
이나라가 정상적으로 흘려가기 때문여,이나라가 정상적으로 흘려가기 때문여,이나라가 정상적으로 흘려가기 때문여,2025-01-15T09:18:43+09:00,0.1478,0.718,0.1342,1
"하이닉스는 기관양전
LIG넥스원은 외인양전

삼전은 ..... 아직 저점 아닌건가?",하이닉스는 기관양전 LIG넥스원은 외인양전 삼전은 아직 저점 아닌건가,하이닉스는 기관양전 LIG넥스원은 외인양전 삼전은 ..... 아직 저점 아닌건가?,2024-09-10T12:38:04+09:00,0.2154,0.606,0.1786,1
커피 값,커피 값,커피 값,2025-03-06T10:14:19+09:00,0.04,0.9356,0.0244,1
사회 초년생인데요 한달연봉 보통 얼마정도로 시작하나요?? 삼전 물려서 이직해야하나 고민중이에요 어떤게 더 낳나요?,사회 초년생인데요 한달연봉 보통 얼마정도로 시작하나요 삼전 물려서 이직해야하나 고민중이에요 어떤게 더 낳나요,사회 초년생인데요 한달연봉 보통 얼마정도로 시작하나요?? 삼전 물려서 이직해야하나 고민중이에요 어떤게 더 낳나요?,2024-11-29T16:00:44+09:00,0.1641,0.7451,0.0908,1
"지난주 샘울트먼 오픈AI 사장하고, 손정의 소프트뱅크 회장 만나서 스타게이트 프로젝트 협의 한다더니 혹시 거기서 무슨 결과가 나왔을 수도..ㅋ",지난주 샘울트먼 오픈AI 사장하고 손정의 소프트뱅크 회장 만나서 스타게이트 프로젝트 협의 한다더니 혹시 거기서 무슨 결과가 나왔을 수도,"지난주 샘울트먼 오픈AI 사장하고, 손정의 소프트뱅크 회장 만나서 스타게이트 프로젝트 협의 한다더니 혹시 거기서 무슨 결과가 나왔을 수도..ㅋ",2025-02-10T14:25:30+09:00,0.1688,0.5843,0.2469,1
좋아요 삼전,좋아요 삼전,좋아요 삼전,2024-12-17T10:51:09+09:00,0.0497,0.8149,0.1354,1
갑자기 잘되니까 무서워지네..,갑자기 잘되니까 무서워지네,갑자기 잘되니까 무서워지네..,2024-04-02T10:24:51+09:00,0.1211,0.764,0.115,1
4만전자 가도 안살거지롱,4만전자 가도 안살거지롱,4만전자 가도 안살거지롱,2024-11-13T08:21:43+09:00,0.0738,0.8821,0.0441,1
오늘 환율도 0.8% 올랐으니 원화투자총액에서 더 빼세요,오늘 환율도 08 올랐으니 원화투자총액에서 더 빼세요,오늘 환율도 0.8 올랐으니 원화투자총액에서 더 빼세요,2024-12-26T17:44:09+09:00,0.2212,0.6261,0.1527,1
실적발표까지만 기다려야지 하...,실적발표까지만 기다려야지 하,실적발표까지만 기다려야지 하...,2025-01-31T11:39:42+09:00,0.1015,0.8425,0.056,1
나는 5만까지 ㄹㅇ 간다고봄   주식이든  부동산 이든  결국 누군가는  비싸게 팔고 받아줄 사람이 있어야하는 게임인데   결국  금투세를 해서  이익을 많이 보는 집단이 있겠지  주식 시장을  일부러 죽여서 부동산쪽으로 자금이 어쩔수 없게 특히 서울 부동산  (중산층 서민들은 죽이고) 그리고  그 집단이  인버스를  대량 미리 사놓았다가 폐지를 하거나 유예를 하게되면  인버스를 팔고  레버리지로 스위칭 하겠지  근데 그건  그이익 집단 즉  큰손 들 밖에 모름  그것도 모르고 개미들은  기회라고 사고 있겠지  영화 빅숏 봐보셈  결국엔  자본주의는  부자들은 더부자가 될수밖에 없음 허나  이길수 있는법은 무지성 매매가 아닌  차트 거래량을 봐야함 모든것에는 이유가 있음 내가 68000원 못지키면 차트 나락간다고했지 그게 120일선이였음 완전  차트상 역배열에 진입 했음   늦더라도 반등보고 사거나 저점대비 3~4프로 이상 이틀연속 반등  5만 8천원은 한번가야 오름 끝 서민들끼리 비싸게 주식을 사주것냐?,나는 5만까지 간다고봄 주식이든 부동산 이든 결국 누군가는 비싸게 팔고 받아줄 사람이 있어야하는 게임인데 결국 금투세를 해서 이익을 많이 보는 집단이 있겠지 주식 시장을 일부러 죽여서 부동산쪽으로 자금이 어쩔수 없게 특히 서울 부동산 중산층 서민들은 죽이고 그리고 그 집단이 인버스를 대량 미리 사놓았다가 폐지를 하거나 유예를 하게되면 인버스를 팔고 레버리지로 스위칭 하겠지 근데 그건 그이익 집단 즉 큰손 들 밖에 모름 그것도 모르고 개미들은 기회라고 사고 있겠지 영화 빅숏 봐보셈 결국엔 자본주의는 부자들은 더부자가 될수밖에 없음 허나 이길수 있는법은 무지성 매매가 아닌 차트 거래량을 봐야함 모든것에는 이유가 있음 내가 68000원 못지키면 차트 나락간다고했지 그게 120일선이였음 완전 차트상 역배열에 진입 했음 늦더라도 반등보고 사거나 저점대비 34프로 이상 이틀연속 반등 5만 8천원은 한번가야 오름 끝 서민들끼리 비싸게 주식을 사주것냐,나는 5만까지 ㄹㅇ 간다고봄 주식이든 부동산 이든 결국 누군가는 비싸게 팔고 받아줄 사람이 있어야하는 게임인데 결국 금투세를 해서 이익을 많이 보는 집단이 있겠지 주식 시장을 일부러 죽여서 부동산쪽으로 자금이 어쩔수 없게 특히 서울 부동산 중산층 서민들은 죽이고 그리고 그 집단이 인버스를 대량 미리 사놓았다가 폐지를 하거나 유예를 하게되면 인버스를 팔고 레버리지로 스위칭 하겠지 근데 그건 그이익 집단 즉 큰손 들 밖에 모름 그것도 모르고 개미들은 기회라고 사고 있겠지 영화 빅숏 봐보셈 결국엔 자본주의는 부자들은 더부자가 될수밖에 없음 허나 이길수 있는법은 무지성 매매가 아닌 차트 거래량을 봐야함 모든것에는 이유가 있음 내가 68000원 못지키면 차트 나락간다고했지 그게 120일선이였음 완전 차트상 역배열에 진입 했음 늦더라도 반등보고 사거나 저점대비 34프로 이상 이틀연속 반등 5만 8천원은 한번가야 오름 끝 서민들끼리 비싸게 주식을 사주것냐?,2024-09-11T09:35:44+09:00,0.2446,0.3137,0.4417,2
고점이다 튀어!!!!,고점이다 튀어,고점이다 튀어!!!!,2025-02-18T10:19:04+09:00,0.1224,0.3889,0.4887,2
"미장 상승, 엔비디아 급상승..",미장 상승 엔비디아 급상승,"미장 상승, 엔비디아 급상승..",2024-08-06T23:46:01+09:00,0.227,0.2099,0.5631,2
7에 한 30주만 사봤다가 150주 됐습니다ㅡㅡ 나 반만 나가게 해줘 ㅜㅜ,7에 한 30주만 사봤다가 150주 됐습니다 나 반만 나가게 해줘,7에 한 30주만 사봤다가 150주 됐습니다ㅡㅡ 나 반만 나가게 해줘 ㅜㅜ,2025-02-14T10:34:38+09:00,0.1416,0.7538,0.1046,1
오늘 국장 피바다,오늘 국장 피바다,오늘 국장 피바다,2024-12-19T07:46:19+09:00,0.0793,0.8,0.1207,1
외국인 공매도 할려고 들어오는군,외국인 공매도 할려고 들어오는군,외국인 공매도 할려고 들어오는군,2025-03-21T17:22:57+09:00,0.2979,0.5893,0.1128,1
왜이리 롤러코스터를 타는겨...ㅡㅡ,왜이리 롤러코스터를 타는겨,왜이리 롤러코스터를 타는겨...ㅡㅡ,2024-08-02T10:22:34+09:00,0.0581,0.8808,0.0611,1
삼전 병합 언제하나요?,삼전 병합 언제하나요,삼전 병합 언제하나요?,2024-11-13T09:58:30+09:00,0.0949,0.8084,0.0967,1
천하제일 개잡주가 되어 간다,천하제일 개잡주가 되어 간다,천하제일 개잡주가 되어 간다,2025-01-22T09:27:26+09:00,0.2065,0.3429,0.4507,2
"외인 + 기관  이 총매수 하는중인가  요 ?
30%올라갈수있는 힘이 있나요?",외인 기관 이 총매수 하는중인가 요 30올라갈수있는 힘이 있나요,외인 기관 이 총매수 하는중인가 요 ? 30올라갈수있는 힘이 있나요?,2025-01-08T19:51:35+09:00,0.2958,0.3363,0.3679,2
한국 기자 수준 처참하노,한국 기자 수준 처참하노,한국 기자 수준 처참하노,2025-01-30T12:52:10+09:00,0.0881,0.8793,0.0326,1
"애를어찌할까요?
진심으로 물어보고싶네요
열심히물탔는데...
타면탈수록....",애를어찌할까요 진심으로 물어보고싶네요 열심히물탔는데 타면탈수록,애를어찌할까요? 진심으로 물어보고싶네요 열심히물탔는데... 타면탈수록....,2025-01-17T13:37:01+09:00,0.0862,0.8435,0.0703,1
"그동안 물렸던 사람들 그만 고생하길..🙏

저는 다른 증권사 주주입니다",그동안 물렸던 사람들 그만 고생하길 저는 다른 증권사 주주입니다,그동안 물렸던 사람들 그만 고생하길.. 저는 다른 증권사 주주입니다,2024-10-31T11:33:06+09:00,0.2053,0.7236,0.0711,1
삼전ㅋㅋ한결같넹,삼전한결같넹,삼전ㅋㅋ한결같넹,2024-02-18T11:36:58+09:00,0.0432,0.8625,0.0944,1
내려가는거. 겁나. 잘하는데. 올라가는거. 어찌나 힘이든건지 쳐다만봐도. 답답함이 밀려오네,내려가는거 겁나 잘하는데 올라가는거 어찌나 힘이든건지 쳐다만봐도 답답함이 밀려오네,내려가는거. 겁나. 잘하는데. 올라가는거. 어찌나 힘이든건지 쳐다만봐도. 답답함이 밀려오네,2024-02-15T09:15:52+09:00,0.2479,0.3917,0.3604,1
외국버거들 51프로 다풀어버리면 삼전부도난다,외국버거들 51프로 다풀어버리면 삼전부도난다,외국버거들 51프로 다풀어버리면 삼전부도난다,2024-11-14T16:57:27+09:00,0.1733,0.7733,0.0534,1
***님 찌개.크림 자꾸알림와서 짜증남 ㅠ,님 찌개크림 자꾸알림와서 짜증남,님 찌개.크림 자꾸알림와서 짜증남 ㅠ,2025-03-17T09:06:53+09:00,0.0846,0.8808,0.0346,1
언제 팔만 전자 될까요?,언제 팔만 전자 될까요,언제 팔만 전자 될까요?,2025-02-19T12:45:18+09:00,0.0735,0.9029,0.0235,1
주식한지 1주일도 안되는데 주말에는 주가변동이 없나요…?,주식한지 1주일도 안되는데 주말에는 주가변동이 없나요,주식한지 1주일도 안되는데 주말에는 주가변동이 없나요?,2025-03-22T13:27:39+09:00,0.2948,0.5706,0.1347,1
오늘8,오늘8,오늘8,2024-03-27T12:55:58+09:00,0.0383,0.9303,0.0313,1
신기해요옹,신기해요옹,신기해요옹,2024-05-07T10:15:29+09:00,0.03,0.9424,0.0276,1
오르자 이제,오르자 이제,오르자 이제,2024-05-17T14:02:30+09:00,0.1162,0.2455,0.6383,2
파킹통장은 될줄알고 넣었는데 이용료가 꽤 되네 ㅋ,파킹통장은 될줄알고 넣었는데 이용료가 꽤 되네,파킹통장은 될줄알고 넣었는데 이용료가 꽤 되네 ㅋ,2024-04-16T12:04:49+09:00,0.0969,0.7991,0.104,1
팔 물량도 이제 얼마 안남았네요,팔 물량도 이제 얼마 안남았네요,팔 물량도 이제 얼마 안남았네요,2024-12-05T09:57:00+09:00,0.309,0.6262,0.0649,1
